question,predicted_label,score
The statement is:  <gary halvorson direct the one where ross date a student which have 20.5 million us viewer>. Is it entailed or refuted by the table above?,Political,0.1218770444393158
The statement is:  <michael lembeck direct the one where ross meet elizabeth 's dad which have 20.6 million us viewer>. Is it entailed or refuted by the table above?,Media and Entertainment,0.1369786262512207
"The statement is:  <for episode 225560 , zachary rosenblatt write the story and brian boyle write the teleplay>. Is it entailed or refuted by the table above?",Media and Entertainment,0.18384595215320587
The statement is:  <scott silveri be the writer of the episode title the one on the last night>. Is it entailed or refuted by the table above?,Media and Entertainment,0.17438636720180511
The statement is:  <gary halvorson be not the director of the episode that have 20.5 million of north american viewer>. Is it entailed or refuted by the table above?,Media and Entertainment,0.18629322946071625
The statement is:  <story : zachary rosenblatt teleplay : brian boyle be the not writer of the episode whose production code (s) be 225560>. Is it entailed or refuted by the table above?,Telecommunications,0.19335046410560608
The statement is:  <scott silveri be not the writer of the episode call the one on the last night>. Is it entailed or refuted by the table above?,Media and Entertainment,0.1779756247997284
The statement is:  <riccardo patrese be suspend>. Is it entailed or refuted by the table above?,Political,0.1150183230638504
The statement is:  <the driver who qualify 24th on the grid be in a collision>. Is it entailed or refuted by the table above?,Transportation,0.11797205358743668
The statement is:  <the total number of grid for 52 lap be 7>. Is it entailed or refuted by the table above?,Telecommunications,0.08558836579322815
The statement is:  <the time / retire for michael andretti be suspension>. Is it entailed or refuted by the table above?,Political,0.16847538948059082
The statement is:  <the time / retire for grid of 19 be collision>. Is it entailed or refuted by the table above?,Legal,0.07288534194231033
The statement is:  <the driver for mclaren that make less than 26 lap and more than 9 grid be gerhard berger>. Is it entailed or refuted by the table above?,Transportation,0.1575940102338791
The statement is:  <the total number of grid for lap of 52 be 11>. Is it entailed or refuted by the table above?,Telecommunications,0.08099741488695145
The statement is:  <whalen have 10 high rebound in the game that end with a score of 76 - 66>. Is it entailed or refuted by the table above?,Telecommunications,0.102635957300663
The statement is:  <the location for the game with a record of 16 - 6 be mohegan sun arena with an attedance of 6740>. Is it entailed or refuted by the table above?,Media and Entertainment,0.11554505676031113
The statement is:  <the ranger be the win team from 1940 - 1943 and 1944 - 1945 season>. Is it entailed or refuted by the table above?,Political,0.10593231767416
The statement is:  <the ranger win game in 1942 - 1943 be 1 - 1 with falkirk as runner up>. Is it entailed or refuted by the table above?,Political,0.13681964576244354
The statement is:  <the venue for all the game play be hampden park>. Is it entailed or refuted by the table above?,Sports and Recreation,0.289748877286911
"The statement is:  <the ranger be the runner up team in the 1940 - 41 , 1941 - 42 , 1942 - 43 , and 1944 - 45 season>. Is it entailed or refuted by the table above?",Telecommunications,0.09849294275045395
The statement is:  <the score of the game where morton be runner up be 1 - 1 (11 - 3 corners)>. Is it entailed or refuted by the table above?,Political,0.15602104365825653
The statement is:  <the game venue for all but 1 game be hampden park>. Is it entailed or refuted by the table above?,Sports and Recreation,0.1839505434036255
The statement is:  <dunne have 1 total app in the 1926 - 27 season>. Is it entailed or refuted by the table above?,Media and Entertainment,0.09605671465396881
The statement is:  <dunne have 2 league goal and 2 league apps in the 1928 - 29 season>. Is it entailed or refuted by the table above?,Telecommunications,0.08737294375896454
The statement is:  <dunne have 1 other goal in the season where he have 1 league goal>. Is it entailed or refuted by the table above?,Telecommunications,0.1068182960152626
The statement is:  <the total apps for division one in the season where there be 0 league goal be 1>. Is it entailed or refuted by the table above?,Software and Technology,0.09841378778219223
The statement is:  <division one have 2 league goal in the season where there be 2 league apps>. Is it entailed or refuted by the table above?,Software and Technology,0.09395275264978409
The statement is:  <divison one have 2 goal in the season where there be 1 league goal>. Is it entailed or refuted by the table above?,Telecommunications,0.09149616211652756
The statement is:  <the total apps in season 1927 - 28 be 1>. Is it entailed or refuted by the table above?,Software and Technology,0.1070360541343689
The statement is:  <there be 2 league goal in the season with 4 total goal>. Is it entailed or refuted by the table above?,Telecommunications,0.10018640011548996
The statement is:  <there be 1 league goal in the 1933 - 34 season>. Is it entailed or refuted by the table above?,Telecommunications,0.08258133381605148
The statement is:  <the chesterfield spire have 7 point but have 496 point against them>. Is it entailed or refuted by the table above?,Political,0.13424097001552582
The statement is:  <the chesterfield spires be the club that have the most point against them with a total of 496>. Is it entailed or refuted by the table above?,Political,0.18271924555301666
The statement is:  <the chesterfield spires have an average of 0.7>. Is it entailed or refuted by the table above?,Political,0.06289596110582352
The statement is:  <the average number of point score against be 496>. Is it entailed or refuted by the table above?,Telecommunications,0.0792633667588234
The statement is:  <chesterfield spire average be less than 0.7>. Is it entailed or refuted by the table above?,Telecommunications,0.0674697756767273
The statement is:  <switzerland be at rank 7 with a total of 2 medal>. Is it entailed or refuted by the table above?,Telecommunications,0.08946539461612701
The statement is:  <switzerland be rank 6th with 2 total medal>. Is it entailed or refuted by the table above?,Political,0.08001065254211426
The statement is:  <alton ford have 8 assist and have join the team in 2001>. Is it entailed or refuted by the table above?,Telecommunications,0.09561211615800858
The statement is:  <alton ford be from 2001 and have 8 assist>. Is it entailed or refuted by the table above?,Legal,0.06910882145166397
The statement is:  <the player from ucla with a position of pg have 258 rebound and 296 assist>. Is it entailed or refuted by the table above?,Education,0.10817547887563705
The statement is:  <alton ford player have under 357 assist and be from 1983>. Is it entailed or refuted by the table above?,Telecommunications,0.0975685641169548
"The statement is:  <1 semifinalist have a total less than 2 , 1st ru greater than 0 , 2nd ru be 0 and miss united continent of 0 from the country of ecuador>. Is it entailed or refuted by the table above?",Environmental,0.16373568773269653
The statement is:  <bromet have a dcsf number of 2385>. Is it entailed or refuted by the table above?,Telecommunications,0.09008794277906418
The statement is:  <bushey and oxhey have a dscf number of 2117>. Is it entailed or refuted by the table above?,Transportation,0.10767871141433716
The statement is:  <argyle be the class aaa during the 2007 - 08 school year>. Is it entailed or refuted by the table above?,Education,0.1487647444009781
The statement is:  <the aaa class for the school year 2005 - 06 be cuero>. Is it entailed or refuted by the table above?,Education,0.25998950004577637
The statement is:  <the aaaa class for school year 2004 - 05 be friendswood>. Is it entailed or refuted by the table above?,Education,0.29623597860336304
The statement is:  <gregory - portland be the aaaa class for the school year 1999 - 2000>. Is it entailed or refuted by the table above?,Education,0.3019699156284332
The statement is:  <wimberly be the aaa class for school year 2004 - 05>. Is it entailed or refuted by the table above?,Education,0.27955377101898193
The statement is:  <the class aaa of argyle be 2 year after the 2007 - 08 school year>. Is it entailed or refuted by the table above?,Education,0.15994422137737274
The statement is:  <the aaa class in the school year be 2005 - 06 be ballinger>. Is it entailed or refuted by the table above?,Education,0.32232630252838135
The statement is:  <the aaaa class in the school year 2004 - 05 be carthage>. Is it entailed or refuted by the table above?,Education,0.20876330137252808
The statement is:  <the aaaa class of gregory - portland be in school year of 2001 - 02>. Is it entailed or refuted by the table above?,Education,0.2325621247291565
The statement is:  <wimberley be the aaa class in the school year of 2007 - 08>. Is it entailed or refuted by the table above?,Education,0.26614615321159363
The statement is:  <the competition bhc be rank 9th>. Is it entailed or refuted by the table above?,Healthcare and Medicine,0.11283086985349655
The statement is:  <at the rank 3 competition of bhc scotland 's score is 0 - 0>. Is it entailed or refuted by the table above?,Political,0.1334681510925293
The statement is:  <the score for the match on april 15 1950 be 0 - 1>. Is it entailed or refuted by the table above?,Telecommunications,0.09413217008113861
The statement is:  <scotland 's score for the rank 3 competition of the bhc be 0.0>. Is it entailed or refuted by the table above?,Political,0.1041356697678566
The statement is:  <bhc competition be rank 9 on 10 april 1948>. Is it entailed or refuted by the table above?,Healthcare and Medicine,0.12460077553987503
The statement is:  <0 - 0 is scotland 's score at the rank 3 competition of bhc on 5 april 1952>. Is it entailed or refuted by the table above?,Political,0.1162683442234993
The statement is:  <scotland 's score at the rank 6 competition of ecqg8 be 1 - 0>. Is it entailed or refuted by the table above?,Environmental,0.12980306148529053
The statement is:  <jchisholm & son be the architect of the 10th floor building it have a height of 42>. Is it entailed or refuted by the table above?,Real Estate and Construction,0.1397048979997635
The statement is:  <ross and macfarlane build a building that reach 59>. Is it entailed or refuted by the table above?,Real Estate and Construction,0.13438944518566132
"The statement is:  <pratt and ross , charles s frost build the electric railway chamber before 1915>. Is it entailed or refuted by the table above?",Transportation,0.11029846966266632
"The statement is:  <pratt and ross , charles s frost build the electric railway chamber sometime after 1915>. Is it entailed or refuted by the table above?",Transportation,0.13133618235588074
The statement is:  <the constructor jordan - toyota make the ej15 ej15b chasse>. Is it entailed or refuted by the table above?,Transportation,0.21057789027690887
The statement is:  <pedro de la rosa drive a car with the m tyre>. Is it entailed or refuted by the table above?,Transportation,0.21011137962341309
"The statement is:  <red bull - cosworth construct a car with a rb1 chassis , which be drive by david coulthard>. Is it entailed or refuted by the table above?",Transportation,0.14692142605781555
"The statement is:  <sauber - petronas construct a car with a c24 chassis and a petronas 05a engine , which be drive by jacques villenuve>. Is it entailed or refuted by the table above?",Transportation,0.18235987424850464
The statement is:  <jordan - toyota jordan - toyota constructor make the tf105 tf105b chassis>. Is it entailed or refuted by the table above?,Transportation,0.2039722204208374
The statement is:  <b tyre be on the car drive by pedro de la rosa>. Is it entailed or refuted by the table above?,Transportation,0.2572936713695526
The statement is:  <red bull - cosworth constructor make the car with a fw27 chassis and which be drive by david coulthard>. Is it entailed or refuted by the table above?,Transportation,0.1554698348045349
The statement is:  <jacques villeneuve be the only driver of the car with a c24 chassis with petronas 05a as constructor>. Is it entailed or refuted by the table above?,Transportation,0.20793373882770538
"The statement is:  <the show , tune , let (v) entertain u style , be all on at 10:00 pm when the 11:00 pm show be to ma dauy kan>. Is it entailed or refuted by the table above?",Media and Entertainment,0.44840991497039795
The statement is:  <play and learn be the 8:00 pm show when the 7:00 pm show be i be siam>. Is it entailed or refuted by the table above?,Media and Entertainment,0.17048528790473938
The statement is:  <the record shop be the 10:30 pm show when the 8:00 pm show be play and learn on sunday>. Is it entailed or refuted by the table above?,Media and Entertainment,0.25237685441970825
"The statement is:  <asian hero (v) play on monday , wednesday , and friday at 10:30 pm>. Is it entailed or refuted by the table above?",Media and Entertainment,0.29861003160476685
The statement is:  <play and learn play every day at 9:00 pm>. Is it entailed or refuted by the table above?,Education,0.16144569218158722
The statement is:  <the record shop play at 10:30 and 11:00 pm on friday>. Is it entailed or refuted by the table above?,Media and Entertainment,0.35727658867836
The statement is:  <the type of paper the 1 cent denomination be make of be tullis coating>. Is it entailed or refuted by the table above?,Telecommunications,0.07161468267440796
The statement is:  <trinidense have 24.0 point>. Is it entailed or refuted by the table above?,Telecommunications,0.1147850900888443
"The statement is:  <some of these win have score well above 22 , cone time less than 25 and have zero draw or position less than 6>. Is it entailed or refuted by the table above?",Telecommunications,0.0744108334183693
The statement is:  <zero win have score more than 27 and drawn less than 4>. Is it entailed or refuted by the table above?,Telecommunications,0.06980516761541367
"The statement is:  <l 36 - 14 be the result on september 25 , 1966>. Is it entailed or refuted by the table above?",Political,0.10404002666473389
"The statement is:  <after week 10 , the attendance of the game on november 20 , 1966 be 31993>. Is it entailed or refuted by the table above?",Telecommunications,0.10085511952638626
The statement is:  <the table do not provide any information about week 2>. Is it entailed or refuted by the table above?,Telecommunications,0.09026314318180084
"The statement is:  <the opponent on november 20 , 1966 be the philadelphia eagle>. Is it entailed or refuted by the table above?",Political,0.21105025708675385
"The statement is:  <the result of the september 25 , 1966 game be a w 41 - 14>. Is it entailed or refuted by the table above?",Telecommunications,0.08532482385635376
"The statement is:  <the november 20 , 1966 game (week 11) have an attendance of less than 30000>. Is it entailed or refuted by the table above?",Telecommunications,0.10087739676237106
"The statement is:  <the november 13 , 1966 game be against the philidelphia eagle>. Is it entailed or refuted by the table above?",Political,0.11342033743858337
The statement is:  <n / a (i be unable to determine what sport / game this be about so i cannot correct the give sentence)>. Is it entailed or refuted by the table above?,Sports and Recreation,0.14018119871616364
The statement is:  <the smallest number of game lost be 3>. Is it entailed or refuted by the table above?,Telecommunications,0.09060773253440857
The statement is:  <the goal average 1 for the team that lost 9 game be 1.82>. Is it entailed or refuted by the table above?,Telecommunications,0.09079951792955399
The statement is:  <1 team finish with a point 2 of 31>. Is it entailed or refuted by the table above?,Telecommunications,0.08386767655611038
The statement is:  <the largest number of game lost be 3>. Is it entailed or refuted by the table above?,Telecommunications,0.08984363079071045
The statement is:  <more than 1 team finish with a 2nd point total of 31>. Is it entailed or refuted by the table above?,Telecommunications,0.07541681826114655
The statement is:  <cai state have the name wu for the ji royal house>. Is it entailed or refuted by the table above?,Political,0.2753414511680603
The statement is:  <the duke of the royal house of jang be ai>. Is it entailed or refuted by the table above?,Political,0.21345871686935425
The statement is:  <the sovereign for the state of wey be qing>. Is it entailed or refuted by the table above?,Political,0.19966444373130798
The statement is:  <feizi be the ruler of the soveriegn for the state of qin>. Is it entailed or refuted by the table above?,Political,0.323981374502182
The statement is:  <li be the marquis of the stare of cai>. Is it entailed or refuted by the table above?,Political,0.10729272663593292
"The statement is:  <for the royal house of ji , the lu state have a title of duke>. Is it entailed or refuted by the table above?",Political,0.2431183010339737
The statement is:  <ai be from the qin state>. Is it entailed or refuted by the table above?,Legal,0.08236539363861084
The statement is:  <the state of wey have the title of ruler>. Is it entailed or refuted by the table above?,Political,0.19819754362106323
The statement is:  <the type of ballot measure with the description of department of industry and public work amendment be init>. Is it entailed or refuted by the table above?,Political,0.1600540578365326
The statement is:  <there be only 1 data under no vote with a description of 1500 tax exemption amendment>. Is it entailed or refuted by the table above?,Political,0.15741875767707825
The statement is:  <the type of ballot measure if the % of the yes vote be 32.47 be init>. Is it entailed or refuted by the table above?,Political,0.19935342669487
The statement is:  <the yes vote be 65495 and the no vote be 136193 for the municipal wharves and dock bill>. Is it entailed or refuted by the table above?,Political,0.2646619975566864
The statement is:  <the public dock and water frontage amendment have 100552 yes vote and 14238 no vote>. Is it entailed or refuted by the table above?,Political,0.22467495501041412
The statement is:  <the type be init for the department of industry and public work amendment that pass>. Is it entailed or refuted by the table above?,Industrial and Manufacturing,0.12262502312660217
The statement is:  <switzerland be the country when the iata be gva>. Is it entailed or refuted by the table above?,Political,0.11175071448087692
The statement is:  <cardiff be a city in the united kingdom>. Is it entailed or refuted by the table above?,Political,0.1496156007051468
The statement is:  <the icao of engm be locate in norway>. Is it entailed or refuted by the table above?,Industrial and Manufacturing,0.2925136983394623
The statement is:  <the airport serve the netherlands be locate in the city of amsterdam>. Is it entailed or refuted by the table above?,Transportation,0.27499979734420776
"The statement is:  <düsseldorf international airport be locate in the city of düsseldorf , germany>. Is it entailed or refuted by the table above?",Transportation,0.21148665249347687
The statement is:  <the iata for the city of leipzig be lej>. Is it entailed or refuted by the table above?,Political,0.11019273102283478
"The statement is:  <manchester , in the united kingdom , have an airport with the iata of che>. Is it entailed or refuted by the table above?",Transportation,0.17257054150104523
The statement is:  <austria be the country when the iata be gva>. Is it entailed or refuted by the table above?,Political,0.15573352575302124
The statement is:  <italy be the country for the city of cardiff>. Is it entailed or refuted by the table above?,Political,0.15146665275096893
The statement is:  <edxm be the icao when the country be united kingdom>. Is it entailed or refuted by the table above?,Education,0.2562081813812256
The statement is:  <cardiff be the city in the country of germany>. Is it entailed or refuted by the table above?,Political,0.10357247292995453
"The statement is:  <after 1964 , bob honan play the position of back on june 1 , 1969 in the test debut of 1st ru test v new zealand>. Is it entailed or refuted by the table above?",Political,0.09011669456958771
The statement is:  <the cross - code debut for the player dick thornett be 1st rl test v south africa>. Is it entailed or refuted by the table above?,Telecommunications,0.13428454101085663
The statement is:  <the position for the cross - code debut of inaugural rl test v new zealand in the year 1904 be forward>. Is it entailed or refuted by the table above?,Science and Research,0.10618053376674652
The statement is:  <the cross - code debut for the player dick thornett be 2nd rl test v south africa>. Is it entailed or refuted by the table above?,Telecommunications,0.1245037093758583
The statement is:  <israel folau play winger in 2007 in the test debut rl test v new zealand>. Is it entailed or refuted by the table above?,Political,0.13580356538295746
"The statement is:  <1 june 1969 date have a position of winger , earlier than 1964 , and a test debut of 1st ru v ireland>. Is it entailed or refuted by the table above?",Political,0.11284824460744858
"The statement is:  <on 01.03.1977 , construction start on the chinon b1 , which have a net power of 905 mw>. Is it entailed or refuted by the table above?",Telecommunications,0.10903048515319824
The statement is:  <construction finish on the unit with a total power of 80 mw on 14.06.1963>. Is it entailed or refuted by the table above?,Telecommunications,0.08795488625764847
The statement is:  <the unit whose construction start on 01.03.1977 and commercial operation start on 01.02.1984 have a total power of 954 mw>. Is it entailed or refuted by the table above?,Real Estate and Construction,0.11799658834934235
The statement is:  <the unit that 's be in commercial operation since 01.02.1984 be qualified to operate until 2024>. Is it entailed or refuted by the table above?,Legal,0.10504064708948135
The statement is:  <the unit that 's be in commercial operation since 04.03.1987 start be construct on 01.10.1980>. Is it entailed or refuted by the table above?,Real Estate and Construction,0.0902736634016037
The statement is:  <the shut down state of the unit that 's be in commercial operation since 01.02.1984 be qualified to operate until 2027>. Is it entailed or refuted by the table above?,Legal,0.07352203130722046
The statement is:  <the construction of the unit chinon b1 with net power of 905 mw be start on 01.03.1977 and be finish on 29.11.1983>. Is it entailed or refuted by the table above?,Telecommunications,0.09986039251089096
The statement is:  <the net power of the unit whose construction finish on 14.06.1963 be 75 mw>. Is it entailed or refuted by the table above?,Telecommunications,0.09526356309652328
The statement is:  <there be only 1 value of net power (954 mw) for the unit whose construction start on 01.03.1977 and whose commercial operation start on 01.08.1984>. Is it entailed or refuted by the table above?,Real Estate and Construction,0.14725187420845032
The statement is:  <baran be not nominate>. Is it entailed or refuted by the table above?,Political,0.12499859929084778
"The statement is:  <m for mother , or میم مثل مادر , do not get nominated>. Is it entailed or refuted by the table above?",Political,0.1963839828968048
The statement is:  <mohsen makhmalbaf use the title gabbeh for the nomination of the film گبه>. Is it entailed or refuted by the table above?,Media and Entertainment,0.18439926207065582
The statement is:  <the film on 2010 (83rd) that have the persian title میم مثل مادر be not nominate>. Is it entailed or refuted by the table above?,Political,0.12237147241830826
The statement is:  <the persian title گبه be use in the nominated film title baran>. Is it entailed or refuted by the table above?,Media and Entertainment,0.20071843266487122
"The statement is:  <in the year (ceremony) of 2011 (84th) , the film title , a separation , be not nominate>. Is it entailed or refuted by the table above?",Media and Entertainment,0.1420442759990692
The statement is:  <the number of loss be zero that have tie of 0 and more than 1 poll win>. Is it entailed or refuted by the table above?,Political,0.10657739639282227
The statement is:  <raja ca casablanca play against jac port - gentil>. Is it entailed or refuted by the table above?,Political,0.1140289455652237
The statement is:  <djoliba ac have a 2nd leg of 0 - 0>. Is it entailed or refuted by the table above?,Telecommunications,0.07920409739017487
The statement is:  <e tunis and mc oran be 3 - 2 on 1st leg and 1 - 3 on the 2nd leg>. Is it entailed or refuted by the table above?,Telecommunications,0.17144471406936646
The statement is:  <raja ca casablanca competes against tonnerre yaoundé>. Is it entailed or refuted by the table above?,Political,0.0859694555401802
The statement is:  <djoliba ac play nkana red devil with a 2nd leg of 0 - 0>. Is it entailed or refuted by the table above?,Telecommunications,0.09336819499731064
"The statement is:  <e tunis competes against mc oran , result in 1st leg 5 - 1 and a 2nd leg of 1 - 3>. Is it entailed or refuted by the table above?",Telecommunications,0.3558425009250641
The statement is:  <on the fourth week the attendance reach a total of 43907>. Is it entailed or refuted by the table above?,Telecommunications,0.07893822342157364
The statement is:  <the attendance of the game on week 4 be 43709>. Is it entailed or refuted by the table above?,Telecommunications,0.10413914173841476
"The statement is:  <at windy hill , the away team 's score be 14.11 (95)>. Is it entailed or refuted by the table above?",Political,0.1080772802233696
"The statement is:  <when the away team score 14.11 (95) , the home team score a 21.14 (140)>. Is it entailed or refuted by the table above?",Political,0.10305250436067581
The statement is:  <home team 's score when the away side score 14.11 (95) be north melbourne>. Is it entailed or refuted by the table above?,Political,0.09776254743337631
The statement is:  <the license gpl have a system of amiga and a name of pocketuae>. Is it entailed or refuted by the table above?,Legal,0.13728521764278412
"The statement is:  <the name e - uae have a license of gpl , and an actual version of 0.8.29wip4>. Is it entailed or refuted by the table above?",Software and Technology,0.11808998137712479
The statement is:  <the platform cross - platform have an actual version of 0.147>. Is it entailed or refuted by the table above?,Software and Technology,0.1637590080499649
The statement is:  <fellow and winuae have gpl license and be on the window platform>. Is it entailed or refuted by the table above?,Software and Technology,0.13674169778823853
The statement is:  <the various computer and console system have a name of mess>. Is it entailed or refuted by the table above?,Software and Technology,0.12434181571006775
"The statement is:  <platform unix , beos , nextstep have an actual version of 0.8.29>. Is it entailed or refuted by the table above?",Software and Technology,0.236265629529953
"The statement is:  <the name e - uae have a license of gpl , and an actual version of 0.5.1>. Is it entailed or refuted by the table above?",Software and Technology,0.11226639896631241
The statement is:  <the platform cross - platform have an actual version of 0.8.29>. Is it entailed or refuted by the table above?,Software and Technology,0.14714151620864868
The statement is:  <fellow and winuae have a platform of window and be the only name to have a license of gpl>. Is it entailed or refuted by the table above?,Software and Technology,0.10666774958372116
The statement is:  <meshkinshahr be the largest city in ardabil province>. Is it entailed or refuted by the table above?,Political,0.14492391049861908
The statement is:  <the third largest city in the alborz province be savojbolagh>. Is it entailed or refuted by the table above?,Political,0.13310670852661133
The statement is:  <bandar lengeh be the 4th largest city in the hormozgan province>. Is it entailed or refuted by the table above?,Political,0.1696956902742386
The statement is:  <the third largest city in the hormozgan province be dehbarez>. Is it entailed or refuted by the table above?,Political,0.15328000485897064
The statement is:  <the largest city in south khorasan be birjand>. Is it entailed or refuted by the table above?,Political,0.16293583810329437
The statement is:  <meshkinshahr be the 3rd largest city in bushehr province>. Is it entailed or refuted by the table above?,Political,0.17045727372169495
The statement is:  <the province with the third largest city name savojbolagh be ardabil>. Is it entailed or refuted by the table above?,Political,0.14965668320655823
The statement is:  <the province with the 3rd largest city of dehbarez be kermanshah>. Is it entailed or refuted by the table above?,Political,0.21759606897830963
"The statement is:  <in round 5 , keith lee get pick 129th>. Is it entailed or refuted by the table above?",Political,0.09993528574705124
"The statement is:  <arkansas state quarterback , gene bradley , be pick 259 of round 10>. Is it entailed or refuted by the table above?",Political,0.13903535902500153
The statement is:  <the 129 pick be in the last round>. Is it entailed or refuted by the table above?,Political,0.09975063800811768
The statement is:  <the station with a w267an call sign be part of the d class>. Is it entailed or refuted by the table above?,Telecommunications,0.19913269579410553
The statement is:  <the facility with id 67829 have an erp w of 10>. Is it entailed or refuted by the table above?,Telecommunications,0.07512529194355011
The statement is:  <the fcc contain more info on all the station list>. Is it entailed or refuted by the table above?,Telecommunications,0.14196600019931793
The statement is:  <call sign w285dj be not class d>. Is it entailed or refuted by the table above?,Telecommunications,0.14671596884727478
The statement is:  <20 be the highest erp w with a facility id of 87023>. Is it entailed or refuted by the table above?,Energy and Utilities,0.07850966602563858
"The statement is:  <the call sign with the frequency 101.3 have an erp under 10 , and a facility id smaller than 40000>. Is it entailed or refuted by the table above?",Telecommunications,0.1586720198392868
The statement is:  <california district 34 be represent by 1 incumbent>. Is it entailed or refuted by the table above?,Political,0.21854209899902344
The statement is:  <the democratic party be re - elect in 1989>. Is it entailed or refuted by the table above?,Political,0.424763023853302
"The statement is:  <in california district 9 , pete stark (d) 58.4% victor romero (r) 41.6% be opponent>. Is it entailed or refuted by the table above?",Political,0.4366678297519684
The statement is:  <george miller be the incumbent elect in 1974>. Is it entailed or refuted by the table above?,Political,0.23816558718681335
The statement is:  <there be 1 incumbent who represent district california 34>. Is it entailed or refuted by the table above?,Political,0.16550254821777344
"The statement is:  <in 1989 , the democratic party be re - elect>. Is it entailed or refuted by the table above?",Political,0.4714571237564087
The statement is:  <pete stark and victor romero be the opponent in district california 9>. Is it entailed or refuted by the table above?,Political,0.41029810905456543
The statement is:  <george miller be elect as incumbent in 1974>. Is it entailed or refuted by the table above?,Political,0.21900416910648346
The statement is:  <the incumbent for california 34 be bob dornan>. Is it entailed or refuted by the table above?,Political,0.2728428542613983
The statement is:  <the elect party for 1989 be republican>. Is it entailed or refuted by the table above?,Political,0.46542710065841675
The statement is:  <the opponent in district california 8 be pete stark and victor romero>. Is it entailed or refuted by the table above?,Political,0.43387970328330994
The statement is:  <there be 1 republican incumbent representative for california 34>. Is it entailed or refuted by the table above?,Political,0.3527250289916992
The statement is:  <pete stark (d) 58.4% victor romero (r) 41.6% be the republicanvopponents in district california 9>. Is it entailed or refuted by the table above?,Political,0.40117427706718445
The statement is:  <george miller be the incumbent who be first elect in 1974 for the 40th california district>. Is it entailed or refuted by the table above?,Political,0.3180491328239441
The statement is:  <tris speaker have a rank of 18 when the bb / so be 7.00>. Is it entailed or refuted by the table above?,Telecommunications,0.1621902585029602
The statement is:  <6 be the rank for the team cle when the bb / so be 10.89>. Is it entailed or refuted by the table above?,Political,0.1020336002111435
The statement is:  <the team of player tris speaker be pha>. Is it entailed or refuted by the table above?,Telecommunications,0.12651421129703522
